Time,Date,kwh
3am ,25-Aug-2014,0.199kwh
7pm ,21-Dec-2014,2.178 
7pm , 8-Aug-2014,1.814   
1pm ,9-Aug-2014,0.662  
12am ,22-Jun-2014,1.685 
4pm ,27-Jun-2014,0.634  
9am ,13-Aug-2014,0.418 
9am ,20-Oct-2014,0.196kwh 
3pm , 7-Jul-2014,0.768kwh 
10am ,21-Apr-2014,0.112 
7pm ,11-Oct-2014,1.285   
5pm ,23-Mar-2014,0.605kwh 
4pm , 4-Dec-2014,0.374  
3pm ,10-Jan-2014,0.784   
6am ,19-Oct-2014,0.446 
7am ,26-May-2014,0.727kwh  
10pm ,29-Mar-2014,0.384  
1am ,13-Jul-2014,0.806  
11am ,13-May-2014,0.468
1am ,21-May-2014,0.134   
3pm ,19-Feb-2014,0.542  
7am ,13-May-2014,0.634   
8pm ,25-Jul-2014,4.608 
9am ,29-May-2014,0.194  
8am ,13-Jan-2014,0.832kwh
7pm ,20-Feb-2014,1.901  
5am ,10-Sep-2014,0.662 
10pm ,26-Sep-2014,0.47kwh  
3am ,21-Jun-2014,0.47 
8am ,27-Oct-2014,0.245 
10am ,28-Jun-2014,0.972  
7pm ,23-Jan-2014,2.916 
7pm ,2-Apr-2014,0.502  
7pm ,29-Oct-2014,1.253  
11am ,15-May-2014,0.42   
4pm , 2-Jul-2014,1.104
9am ,18-Jun-2014,0.567  
1pm , 2-Mar-2014,0.542kwh 
3pm ,19-Jun-2014,0.598kwh
5pm ,24-Mar-2014,0.926   
11pm ,12-Nov-2014,0.216 
7pm ,14-Jan-2014,3.276kwh 
2am ,31-Dec-2014,0.187kwh 
2pm ,10-Jan-2014,0.848 
11am ,06-Oct-2014,0.351  
4pm ,8-Jul-2014,0.902 
3pm ,19-Aug-2014,0.576  
9am ,22-Mar-2014,0.72kwh  
11am ,22-Jan-2014,1.07kwh  
10pm ,1-Nov-2014,0.193
11am ,21-Oct-2014,0.318  
10am ,28-Apr-2014,0.12  
11am ,7-May-2014,0.36
3pm ,31-Dec-2014,0.356kwh 
8am ,04-Mar-2014,0.31kwh  
6pm ,27-Dec-2014,2.059  
4pm ,19-Sep-2014,0.272 
3am ,24-May-2014,0.288 
2am ,28-Nov-2014,0.092   
3am ,31-Dec-2014,0.202  
3am ,13-Sep-2014,0.195 
2am ,18-Sep-2014,0.154kwh
5pm ,19-Jan-2014,1.926kwh 
11pm ,22-Nov-2014,0.509 
5pm ,18-Sep-2014,0.774 
8pm ,07-Aug-2014,2.17 
1am ,13-Sep-2014,0.206kwh  
4am ,24-Sep-2014,0.151kwh  
3am ,19-Oct-2014,0.178  
6am ,15-Jul-2014,3.283  
1pm ,25-Apr-2014,0.11kwh
6am ,21-Jan-2014,2.712
11am ,22-Feb-2014,0.698   
9pm , 1-Apr-2014,0.198kwh  
8am ,11-Mar-2014,0.378kwh
2am ,10-Sep-2014,0.139kwh  
7am , 8-Aug-2014,1.253kwh 
4pm ,24-Aug-2014,1.004kwh  
7am ,07-Aug-2014,1.015  
12am ,16-Oct-2014,0.196 
3pm ,12-Apr-2014,0.273
7am ,12-Jul-2014,3.168
4am ,21-Sep-2014,0.187   
5am ,30-Nov-2014,0.111
12am ,23-Jul-2014,0.691  
11pm ,29-Jul-2014,1.176kwh
4am ,9-Apr-2014,0.055kwh 
8pm ,7-Dec-2014,1.604   
8pm , 6-Mar-2014,1.408kwh 
8pm ,18-Jan-2014,3.024kwh  
8pm ,15-Oct-2014,0.893  
7am , 6-Jan-2014,2.16  
1pm ,16-Sep-2014,0.286 
9am ,03-Oct-2014,0.151kwh 
3am ,27-Feb-2014,0.252 
7pm ,23-Nov-2014,0.899kwh
6pm ,30-Oct-2014,0.916kwh 
8am ,08-Oct-2014,0.288
3pm ,22-May-2014,0.314kwh
3am ,26-Mar-2014,0.184
10am ,17-Mar-2014,0.358kwh 
10pm ,16-Jul-2014,1.14  
1pm ,09-Dec-2014,0.365
1pm ,19-Feb-2014,0.456 
9am ,26-Apr-2014,0.216 
9pm ,06-Sep-2014,0.305 
3am ,18-Mar-2014,0.154 
8am ,21-Nov-2014,0.189 
1am ,17-Dec-2014,0.198kwh  
5am ,03-Mar-2014,0.959
8am ,26-Apr-2014,0.394   
11am ,20-Oct-2014,0.324kwh
2pm ,13-Jan-2014,0.696kwh  
11am ,31-Jan-2014,1.01kwh 
8am ,14-Dec-2014,1.316kwh
12am ,14-Sep-2014,0.521kwh 
8pm ,22-Jan-2014,2.944kwh  
1am ,21-Mar-2014,0.165kwh  
5am ,11-Apr-2014,0.274kwh  
4pm ,21-Aug-2014,0.461kwh
12am ,29-Nov-2014,0.313   
7pm ,17-Dec-2014,2.277  
12pm , 5-Dec-2014,0.589 
12pm ,27-Jun-2014,0.981 
1pm ,20-Aug-2014,0.523kwh
2pm ,01-Oct-2014,0.233kwh 
1am ,21-Feb-2014,0.235kwh 
10pm , 2-Jun-2014,0.837kwh 
4am , 7-Jan-2014,0.404  
6pm ,07-Jul-2014,3.461 
9am , 2-May-2014,0.23 
9am ,22-Aug-2014,0.41  
12pm ,13-Jan-2014,1.11kwh  
4am ,26-Aug-2014,0.214kwh
7pm ,26-Sep-2014,1.273   
5pm , 4-Apr-2014,0.351 
1pm ,29-Sep-2014,0.277kwh
10am ,26-May-2014,0.262kwh
10am ,26-Jul-2014,1.584kwh
6am ,14-Apr-2014,0.299 
9pm ,05-Jun-2014,1.188  
10am ,04-Mar-2014,0.275  
5am ,27-Jun-2014,1.822   
11pm ,31-Mar-2014,0.352kwh
12pm , 4-Jul-2014,1.14kwh  
6am ,31-Mar-2014,0.787 
5am ,17-Nov-2014,0.446
1pm ,26-Feb-2014,0.466 
3am ,04-Aug-2014,0.226kwh 
5pm ,05-Sep-2014,0.946kwh
6am ,11-Jan-2014,1.392  
11am ,03-Nov-2014,0.248
2am ,19-Apr-2014,0.077 
1pm ,09-Apr-2014,0.103
11am ,25-Jun-2014,0.819  
6pm ,20-Dec-2014,1.624kwh
11pm ,17-Apr-2014,0.132kwh 
3pm ,15-Nov-2014,0.421kwh
7am , 9-Mar-2014,0.989
9am ,11-Jul-2014,0.742
2am ,23-Aug-2014,0.299   
2pm ,29-Jan-2014,0.816kwh  
8pm ,26-Jun-2014,2.419kwh 
3am ,27-Mar-2014,0.147
2am ,22-Mar-2014,0.192  
8am , 5-Sep-2014,0.244kwh  
9pm ,20-Nov-2014,0.302 
4am ,20-Apr-2014,0.088
2am ,29-May-2014,0.146kwh
2am ,16-Jun-2014,0.328
4pm ,25-Feb-2014,0.566  
11pm ,24-May-2014,0.76 
2am ,21-Jan-2014,0.46 
6pm ,1-Apr-2014,0.365  
10pm ,16-Apr-2014,0.141  
9am ,15-Feb-2014,1.037kwh 
8am ,13-Aug-2014,0.494kwh
4pm ,24-Mar-2014,0.365 
11pm ,17-Jul-2014,1.404kwh 
2pm ,21-Oct-2014,0.269kwh  
10pm ,26-Jan-2014,0.90  
5pm ,16-Jul-2014,3.682  
12pm ,11-Mar-2014,0.428  
10am ,04-Feb-2014,0.528kwh  
7pm ,23-May-2014,1.57 
6am ,13-Sep-2014,0.487
5pm ,13-Feb-2014,1.248kwh
4pm ,30-Nov-2014,0.393kwh
5pm ,4-Sep-2014,0.91   
8am ,11-Dec-2014,0.361  
5pm , 8-Sep-2014,0.737 
3am ,16-Jul-2014,0.47
1am , 4-May-2014,0.262 
10am ,12-Sep-2014,0.283   
12am ,22-Dec-2014,0.37kwh  
4am ,23-Mar-2014,0.281 
11am ,29-Aug-2014,0.528kwh 
12am , 8-Sep-2014,0.181
1am ,15-Jun-2014,0.535 
2am ,25-May-2014,0.281kwh
3am ,13-Mar-2014,0.155
11pm ,07-Aug-2014,0.69 
11am ,23-Nov-2014,0.305   
3am ,30-Mar-2014,0.242 
9pm ,31-Dec-2014,0.766kwh 
5am , 7-Jun-2014,0.578kwh 
4pm ,18-Apr-2014,0.102   
11am , 3-Oct-2014,0.273 
3am ,28-Feb-2014,0.23kwh 
10am ,31-Oct-2014,0.202 
5am , 8-Mar-2014,0.235   
12am ,23-Nov-2014,0.324 
10am ,22-Oct-2014,0.209kwh 
12am , 6-May-2014,0.233  
2pm , 6-Feb-2014,0.475  
6pm ,19-Aug-2014,1.966
10pm , 3-Oct-2014,0.496kwh
8am ,19-Dec-2014,0.444  
8pm ,25-Sep-2014,0.907kwh
8pm , 3-Mar-2014,1.037  
5am ,22-Mar-2014,0.192 
10am ,13-Jun-2014,0.619 
2am , 6-Aug-2014,0.211  
7am ,14-Apr-2014,0.257 
10am ,15-Sep-2014,0.33 
10pm ,13-Feb-2014,0.51   
11am ,31-Jul-2014,0.972 
2pm ,20-Jan-2014,0.808 
11pm ,12-Jan-2014,0.91 
7am ,18-Sep-2014,0.561 
8am ,20-Mar-2014,0.291
10pm ,09-Jul-2014,0.984 
7am , 1-Feb-2014,1.368kwh 
6pm ,31-May-2014,1.152  
6am ,22-Feb-2014,1.085
11pm , 3-Jun-2014,0.738
9pm ,10-Oct-2014,0.211kwh 
6am ,19-Dec-2014,1.056  
6am , 3-Jul-2014,3.283kwh  
11pm ,10-Apr-2014,0.128 
3am ,12-Feb-2014,0.276kwh 
11pm ,11-Feb-2014,0.516kwh
6pm ,29-Sep-2014,0.99kwh
7am ,28-Mar-2014,0.619 
9am ,24-Jan-2014,0.606kwh
9pm ,27-Aug-2014,0.864   
6pm ,28-Feb-2014,1.882kwh 
11am ,28-Nov-2014,0.257  
7am ,12-Dec-2014,1.099 
11pm ,11-Jul-2014,2.472kwh 
8pm ,09-Jan-2014,3.36
4am ,13-Nov-2014,0.086   
8am , 2-Mar-2014,1.165 
10am ,20-Mar-2014,0.371kwh 
1am ,07-Oct-2014,0.122
5pm ,16-Oct-2014,0.725  
4am ,14-May-2014,0.149
10am ,30-Jul-2014,0.902   
6am ,27-Jul-2014,2.131kwh  
5pm ,25-Jun-2014,2.644   
12am ,13-Apr-2014,0.238  
1am , 4-Oct-2014,0.189kwh 
9pm ,16-Sep-2014,0.37   
3pm ,15-May-2014,0.355kwh  
11pm ,26-Jun-2014,0.891kwh
5am , 7-Mar-2014,1.003  
6pm ,08-Mar-2014,1.67  
11am ,20-Dec-2014,0.561kwh
11pm ,14-Feb-2014,1.32 
6am ,13-Jul-2014,1.747
1pm ,26-Mar-2014,0.288kwh  
11am ,03-Mar-2014,0.356 
6am ,12-Jan-2014,1.904
6pm ,28-Aug-2014,1.915  
1pm , 2-Jan-2014,0.664 
1am ,29-Oct-2014,0.143  
11pm ,24-Jun-2014,1.017   
9pm ,19-Nov-2014,0.316kwh
11pm ,3-Oct-2014,0.714  
10pm , 2-May-2014,0.672kwh  
8pm ,23-Jul-2014,3.917kwh  
11am ,27-Nov-2014,0.221kwh
12pm , 4-Apr-2014,0.141   
8pm ,28-May-2014,1.203 
3am ,21-Dec-2014,0.307   
6am ,22-Oct-2014,0.67   
1pm ,08-Aug-2014,0.547 
3am ,16-Feb-2014,0.356kwh  
1am ,22-Feb-2014,0.385  
6am ,19-Feb-2014,1.397 
3am ,30-May-2014,0.149kwh  
12am ,22-Jan-2014,0.708   
6pm ,26-Sep-2014,0.794kwh  
5pm , 2-Jan-2014,2.756kwh  
12pm ,11-Oct-2014,0.40 
9pm ,16-Jun-2014,0.983kwh
11pm ,19-Mar-2014,0.40 
12pm ,13-Nov-2014,0.243  
3pm ,17-Aug-2014,1.21kwh 
8pm ,30-Jan-2014,2.784   
5pm ,01-Sep-2014,0.946   
9pm ,19-Jan-2014,1.356kwh  
10am ,08-Jun-2014,0.95
3am ,11-Apr-2014,0.061   
1pm ,28-Oct-2014,0.197 
10am , 8-May-2014,0.314 
11pm ,31-Jan-2014,1.82kwh 
4am ,11-Aug-2014,0.25  
11am , 1-Nov-2014,0.289
9pm ,21-Mar-2014,0.262  
10am ,16-Apr-2014,0.131kwh  
9am ,25-Jan-2014,1.602kwh 
12am ,07-Feb-2014,0.425   
6pm ,03-Dec-2014,1.355kwh
11pm ,19-May-2014,0.328  
9pm ,07-Feb-2014,0.451
4pm ,15-Jul-2014,0.912 
6am ,27-Dec-2014,0.766
9pm ,16-Oct-2014,0.407 
9pm ,03-Nov-2014,0.302kwh
5pm ,23-Dec-2014,1.559   
9pm ,19-Feb-2014,0.842 
1pm ,12-Jun-2014,0.77
9pm ,04-Aug-2014,0.662kwh 
11am , 3-Apr-2014,0.171
6pm ,21-Jul-2014,2.957 
3am , 7-Sep-2014,0.172kwh  
2am ,11-Feb-2014,0.252   
12pm ,10-Jul-2014,1.38kwh
3pm ,12-Jun-2014,0.583  
9am ,12-Jun-2014,0.643  
4am ,16-May-2014,0.176  
5pm ,18-Jan-2014,1.818 
2pm ,24-Sep-2014,0.30kwh  
5pm ,13-Mar-2014,1.019
2am ,30-Dec-2014,0.189kwh 
1pm ,15-Mar-2014,0.518 
5pm ,24-Apr-2014,0.312   
12am ,15-Nov-2014,0.317   
4am , 6-Sep-2014,0.229
9pm ,30-Jul-2014,1.282   
9am , 9-Aug-2014,1.253 
5pm , 5-May-2014,0.853
3am , 3-Aug-2014,0.356 
12pm ,12-Oct-2014,0.374   
8am ,10-Jul-2014,0.778kwh
4am ,27-Feb-2014,0.286   
9pm ,15-Apr-2014,0.158kwh 
10pm ,08-Oct-2014,0.255
6pm ,16-Jan-2014,3.052
4am ,27-Jun-2014,0.353 
10am ,01-Nov-2014,0.254   
1am ,27-May-2014,0.128kwh
5pm ,18-Feb-2014,1.669kwh 
11am ,12-Jul-2014,1.411
11pm ,12-Apr-2014,0.267kwh  
10pm ,19-Jan-2014,0.87 
2pm ,04-Jun-2014,0.684 
11pm , 3-Apr-2014,0.146kwh  
1am ,12-Nov-2014,0.102 
10am , 3-Dec-2014,0.475 
5am ,24-Mar-2014,0.986
5am ,23-Aug-2014,0.302kwh 
5am ,19-Mar-2014,0.792  
5am ,29-Aug-2014,1.201kwh
8pm ,15-Mar-2014,1.656 
1pm ,27-Aug-2014,0.562   
1pm ,14-Jun-2014,1.285 
1am ,18-Sep-2014,0.12kwh  
5pm , 7-Jan-2014,2.132 
12pm ,12-Sep-2014,0.305   
7pm ,9-Jan-2014,3.492kwh 
7am ,26-Jun-2014,1.555 
8pm ,27-Feb-2014,1.843kwh 
7am ,19-Jun-2014,1.863
9pm ,13-Feb-2014,0.749 
1pm ,23-Oct-2014,0.226   
12pm ,25-Apr-2014,0.176 
6pm ,19-Sep-2014,1.147   
8am ,11-Nov-2014,0.216 
12am ,18-Jun-2014,0.513 
9am ,22-Oct-2014,0.205kwh 
11pm ,13-Mar-2014,0.392
3pm ,09-Feb-2014,1.199  
7am ,27-Aug-2014,0.94  
7am , 5-Apr-2014,0.295 
6am ,18-Dec-2014,1.241   
8pm ,18-Dec-2014,1.954  
5pm ,11-Aug-2014,1.856 
10pm ,19-Jul-2014,0.96 
8pm ,24-Jun-2014,3.427  
2pm ,15-Jan-2014,0.912   
12am ,15-Mar-2014,0.525kwh  
3pm ,20-Dec-2014,0.792kwh 
10pm ,12-Jan-2014,1.04kwh
5am ,14-Oct-2014,0.779kwh  
6am , 1-Sep-2014,0.773 
1am ,29-Sep-2014,0.151 
12pm ,01-Jul-2014,1.128 
12am , 2-Jul-2014,0.583kwh
1am ,22-Sep-2014,0.136 
2pm ,29-May-2014,0.32  
5am ,18-Jun-2014,2.039kwh
11am ,6-Jul-2014,1.541kwh
4pm ,05-Mar-2014,0.32kwh  
5am ,14-Mar-2014,0.722   
12pm ,11-May-2014,0.576 
5pm ,14-Oct-2014,0.718   
2am , 4-Sep-2014,0.112  
3pm ,28-Jun-2014,1.555 
7am , 4-Apr-2014,0.238   
8pm , 4-Dec-2014,1.531kwh
12am , 8-Apr-2014,0.077kwh
6am , 5-Apr-2014,0.216   
7pm ,29-Aug-2014,2.484kwh  
3pm ,10-Apr-2014,0.113  
1am ,22-Mar-2014,0.194  
2am ,22-May-2014,0.131kwh
11am , 5-Dec-2014,0.539kwh
9pm ,12-Nov-2014,0.224kwh  
6am , 1-Oct-2014,0.835  
7pm ,15-Mar-2014,1.181 
11am ,19-Oct-2014,0.364  
1pm ,18-Oct-2014,0.385kwh
12pm ,16-Jan-2014,0.81kwh
8pm ,28-Aug-2014,1.594
3pm ,30-Jun-2014,0.727 
12am ,03-Mar-2014,0.257  
11am ,13-Aug-2014,0.534 
5am ,29-Nov-2014,0.143
11pm ,19-Sep-2014,0.679kwh  
7am ,27-Jun-2014,1.62   
4pm ,12-Jan-2014,1.548   
8am ,22-Aug-2014,0.475   
11pm ,19-Dec-2014,1.232
3am ,18-Oct-2014,0.171  
9pm ,29-Mar-2014,0.339kwh  
5am ,10-Feb-2014,1.571 
5am ,26-May-2014,0.801   
12am ,23-Dec-2014,0.389kwh 
8am , 3-Jan-2014,0.768
9am ,31-Jul-2014,0.634
4am ,08-Jun-2014,0.459  
10pm ,04-Sep-2014,0.41  
6pm ,29-Jan-2014,3.052   
11pm , 4-Nov-2014,0.232 
3pm ,20-Mar-2014,0.371kwh 
12am ,26-Mar-2014,0.242 
3pm , 3-Aug-2014,1.188kwh  
9pm ,14-Sep-2014,0.391  
7pm ,06-Jan-2014,4.284  
10pm ,8-Jun-2014,0.792kwh
11pm ,20-Nov-2014,0.248  
12am ,29-Oct-2014,0.146  
4am ,18-Oct-2014,0.184  
10am , 9-Sep-2014,0.314 
10pm , 5-May-2014,0.376  
5pm ,11-Jul-2014,3.713kwh
4am ,24-Nov-2014,0.094  
4pm ,10-Sep-2014,0.255kwh
8pm ,31-Dec-2014,1.901  
10am ,14-Feb-2014,0.528  
9am , 7-Feb-2014,0.346kwh 
12am ,28-Jan-2014,0.636 
4pm ,07-Jun-2014,1.474  
6pm ,19-Apr-2014,0.599  
6am , 7-Mar-2014,0.874 
12am ,24-Aug-2014,1.027kwh  
4am ,7-Sep-2014,0.239   
4am ,27-Apr-2014,0.106kwh  
10am ,25-Apr-2014,0.11  
11pm ,17-Jun-2014,0.828kwh  
10pm ,14-Nov-2014,0.35 
6am ,26-Jan-2014,1.76 
12am ,22-Feb-2014,0.826  
9am ,15-Oct-2014,0.18  
3am , 5-Apr-2014,0.094  
5am ,20-Feb-2014,1.148
1am ,08-Oct-2014,0.13  
6pm ,27-Jan-2014,3.052kwh 
10am , 3-Sep-2014,0.263   
10pm ,16-Sep-2014,0.284  
8pm ,16-Oct-2014,1.008 
10pm ,01-Feb-2014,0.552kwh
5pm ,11-Apr-2014,0.445  
6am ,30-Oct-2014,0.814  
4pm , 9-Feb-2014,0.864   
11pm ,24-Apr-2014,0.129kwh  
4am ,14-Jul-2014,0.552kwh  
9pm ,05-Jan-2014,1.176kwh 
11pm , 8-Dec-2014,0.446  
8pm ,18-Jun-2014,2.736  
1am ,14-May-2014,0.155 
3am ,14-Sep-2014,0.214  
8pm ,26-Jul-2014,3.931kwh
8pm ,31-Jan-2014,3.616
6am ,05-Jun-2014,2.311 
12am ,26-Sep-2014,0.252 
3pm ,09-Nov-2014,0.348   
1pm ,21-Dec-2014,0.719   
3am , 8-Sep-2014,0.168
1pm ,21-Nov-2014,0.18  
2pm ,17-May-2014,0.704   
8pm ,08-Nov-2014,0.664 
9am ,30-Mar-2014,0.655   
7pm ,28-Dec-2014,2.099  
5am ,08-Jan-2014,2.64  
6am , 8-Jun-2014,1.253  
8pm ,12-Nov-2014,0.778 
1am ,14-Jun-2014,0.47kwh  
7pm , 7-Oct-2014,1.242 
9am ,27-Mar-2014,0.25  
7am ,11-Oct-2014,0.814  
4pm ,2-Dec-2014,0.409 
7am ,29-Sep-2014,0.743kwh 
6pm ,22-Apr-2014,0.479kwh
2am ,15-May-2014,0.182  
9pm ,27-Dec-2014,0.488  
8pm ,22-Mar-2014,1.296  
3pm ,21-Sep-2014,0.504kwh
3pm ,27-Sep-2014,0.662  
6pm ,28-Dec-2014,1.94 
8am ,29-Aug-2014,0.398  
5am ,08-Jun-2014,0.54  
1am ,23-Apr-2014,0.053   
12am ,16-May-2014,0.24
8pm ,16-Jan-2014,3.456 
10pm ,14-Jun-2014,0.821  
12am ,26-Oct-2014,0.461kwh  
3pm ,30-Mar-2014,0.72 
8am ,13-Oct-2014,0.271 
3am ,23-Mar-2014,0.247 
5pm ,17-Sep-2014,0.892  
7pm ,17-Mar-2014,1.613 
11pm ,29-Oct-2014,0.276kwh  
4pm ,26-Aug-2014,0.562kwh  
2pm ,06-Jan-2014,0.688  
1am ,20-Oct-2014,0.13kwh  
5am ,6-Apr-2014,0.096
6pm ,22-Nov-2014,0.705
5pm ,23-Feb-2014,1.188  
10pm , 2-Aug-2014,0.451
11am , 5-Jun-2014,0.90kwh  
10am ,04-Nov-2014,0.153 
1am ,07-Dec-2014,0.343 
12pm ,07-Feb-2014,0.684  
11am ,12-Jun-2014,0.99kwh 
9am ,19-Oct-2014,0.562kwh  
11pm ,11-Sep-2014,0.361kwh 
2am , 9-Feb-2014,0.356   
6pm ,25-Oct-2014,1.102  
10am ,30-Sep-2014,0.224   
12pm ,29-Aug-2014,0.678 
1pm ,30-Jun-2014,0.864kwh 
2pm ,03-Feb-2014,0.547  
11pm ,19-Jan-2014,1.03   
7pm ,22-Aug-2014,1.836  
8am ,25-Aug-2014,0.437kwh 
7am ,31-Jan-2014,1.908 
6am ,27-Jan-2014,2.712 
7pm ,12-Oct-2014,1.058 
12am , 9-Jul-2014,0.72 
4pm ,21-Jul-2014,0.912   
12pm ,28-Aug-2014,0.60
8pm ,19-Dec-2014,1.989kwh  
11pm ,29-Aug-2014,1.20  
9pm , 2-Feb-2014,0.785  
4pm ,10-Aug-2014,1.08  
9pm ,16-Apr-2014,0.178kwh  
6pm ,23-Jan-2014,3.22kwh 
8pm ,27-Nov-2014,0.626 
11am ,18-Feb-2014,0.54  
8am ,25-Jun-2014,0.648  
2am ,20-Apr-2014,0.081   
8pm ,28-Mar-2014,1.536 
1pm ,31-Jan-2014,0.808
2pm ,01-Jul-2014,0.816   
3pm ,27-Mar-2014,0.355   
4am ,23-Oct-2014,0.139 
11am ,09-May-2014,0.412
1am ,25-Sep-2014,0.125
2pm ,25-Feb-2014,0.494
5pm ,28-Feb-2014,1.81  
2pm ,30-Jan-2014,0.752
1pm ,14-Aug-2014,0.533 
3am ,28-Jan-2014,0.36   
10pm ,05-Mar-2014,0.472  
2pm ,14-Sep-2014,0.543 
12am ,06-Dec-2014,0.836kwh  
7am ,17-May-2014,1.018   
1pm ,16-Apr-2014,0.11  
9pm ,10-Sep-2014,0.361
3am ,14-May-2014,0.162 
7am ,20-Apr-2014,0.367   
7am ,15-Mar-2014,0.902kwh
3pm , 6-Dec-2014,0.99kwh 
3am ,24-Aug-2014,0.302  
8pm ,19-Jun-2014,2.621 
9pm ,9-Oct-2014,0.385   
7am ,19-Aug-2014,0.875 
7pm , 3-Nov-2014,0.972  
3pm ,14-Nov-2014,0.214  
10am ,01-Dec-2014,0.48   
10pm ,20-Nov-2014,0.218
8pm ,30-Nov-2014,0.713 
4am ,13-Dec-2014,0.314  
12pm ,6-Apr-2014,0.20
8pm , 4-Feb-2014,1.882   
11am , 6-Nov-2014,0.243 
6am ,25-Mar-2014,0.96kwh
11am , 8-Sep-2014,0.417kwh  
1pm ,05-Jul-2014,1.166 
7pm , 2-Oct-2014,1.112   
6pm ,22-Jan-2014,3.024  
3pm ,10-Sep-2014,0.30kwh  
8pm ,13-Nov-2014,0.857  
3am ,03-Sep-2014,0.168kwh
2am ,10-Jan-2014,0.376 
10pm ,30-Nov-2014,0.191  
11am ,20-Aug-2014,0.582kwh
8am ,24-Apr-2014,0.101kwh  
1pm , 3-Jun-2014,0.634   
7pm ,20-Jun-2014,2.624 
4am ,10-Apr-2014,0.055 
4pm ,29-Sep-2014,0.33 
10am ,22-Jan-2014,0.776  
4pm ,14-Sep-2014,0.63kwh 
3pm ,26-Mar-2014,0.378   
6pm ,26-Aug-2014,1.747kwh
9pm ,14-Jun-2014,0.864   
9pm ,24-Sep-2014,0.336
1pm ,22-Apr-2014,0.139 
12am ,24-Jan-2014,0.678kwh 
7am , 1-Jan-2014,1.53  
10am , 5-Feb-2014,0.485kwh
2pm ,12-Feb-2014,0.432 
11pm ,10-Oct-2014,0.516kwh  
9am ,23-Aug-2014,0.929   
9pm ,23-Apr-2014,0.207kwh  
8am ,30-Jul-2014,1.094
1am ,24-Apr-2014,0.059kwh 
11am ,13-Mar-2014,0.376kwh  
12pm ,07-Apr-2014,0.143   
5pm ,01-Jan-2014,2.548kwh 
7pm ,29-Mar-2014,1.714kwh 
12am ,11-Aug-2014,0.338 
12am , 9-Mar-2014,0.55kwh  
9pm ,28-Feb-2014,0.418kwh
7am , 3-May-2014,0.845kwh  
3am , 8-Mar-2014,0.23 
9am ,26-Aug-2014,0.428kwh
11pm , 9-Sep-2014,0.28 
12am , 2-Mar-2014,0.704  
9am , 1-Jun-2014,1.701 
11am ,07-Dec-2014,0.64kwh 
6pm , 7-Dec-2014,1.96
5pm ,17-Jan-2014,2.886   
4pm ,24-Nov-2014,0.18   
7am ,24-Apr-2014,0.311kwh 
10pm ,29-May-2014,0.356kwh  
10pm , 5-Apr-2014,0.104kwh 
9am , 4-Aug-2014,0.317kwh
11am ,04-Oct-2014,0.41  
5am ,11-Dec-2014,1.234   
4am , 8-Jan-2014,0.384kwh  
5am ,15-Feb-2014,0.40kwh  
3am ,14-Jul-2014,0.466kwh  
11am ,09-Oct-2014,0.243  
10am , 2-Nov-2014,0.324   
4am ,15-Sep-2014,0.151kwh  
10am ,10-Jan-2014,0.848kwh
3am ,23-Dec-2014,0.211  
11pm ,16-Apr-2014,0.15  
8am , 9-Jun-2014,0.684
9am ,14-Sep-2014,0.636kwh  
10am ,31-Aug-2014,0.742  
10pm ,7-Sep-2014,0.333kwh  
3am , 7-May-2014,0.158kwh  
6am ,12-Jul-2014,2.15 
12am ,14-Oct-2014,0.158
7pm ,16-Mar-2014,1.555  
3am ,26-Nov-2014,0.105 
10pm ,17-May-2014,0.256kwh
3am ,22-Jul-2014,0.528   
3am ,18-Feb-2014,0.235  
10pm ,17-Jan-2014,1.638   
2am ,10-May-2014,0.262
7pm ,13-Nov-2014,0.689kwh  
8am ,31-Dec-2014,0.361 
7pm ,18-Oct-2014,1.188  
11am ,9-Apr-2014,0.162 
3am ,15-Dec-2014,0.183   
10am ,28-Jul-2014,1.018  
10am ,17-Sep-2014,0.328kwh  
2am , 1-Aug-2014,0.218kwh
8pm , 3-Sep-2014,0.907kwh
6am ,25-Jun-2014,2.376 
5am ,16-Nov-2014,0.134  
10pm ,07-Nov-2014,0.268   
6pm ,16-Dec-2014,1.278 
6am ,27-May-2014,0.96  
11pm ,14-Jun-2014,1.782
6pm ,17-Oct-2014,0.706  
7am ,30-Apr-2014,0.313kwh 
6pm , 6-Jul-2014,3.845 
10am ,19-Jun-2014,0.828 
7pm ,23-Aug-2014,2.074
11am ,26-Jan-2014,0.96kwh
12pm ,10-Jun-2014,0.846  
3am , 4-Mar-2014,0.189 
8am ,26-Dec-2014,0.449 
8pm ,12-Feb-2014,1.997kwh
2am ,13-Sep-2014,0.193  
1am , 4-Jul-2014,0.509  
12am ,03-Feb-2014,0.356kwh 
1pm ,13-Aug-2014,0.48kwh  
2pm ,17-Sep-2014,0.263kwh 
3pm ,14-Jul-2014,0.95  
5pm ,21-Apr-2014,0.429 
5am ,12-Mar-2014,0.757 
2am ,11-Jul-2014,0.442   
6am ,24-May-2014,0.602  
11pm ,18-Feb-2014,0.576  
10pm ,22-Oct-2014,0.348kwh  
7pm ,22-Mar-2014,1.656
6pm ,06-Jun-2014,2.066kwh  
10am ,04-May-2014,0.504  
10pm ,23-Oct-2014,0.324 
3pm ,13-Sep-2014,0.504 
6am ,27-Aug-2014,1.181
9am ,17-Oct-2014,0.151kwh
3am ,25-Sep-2014,0.143kwh 
